,Source,Target,type_of_content,created_at,text
1695,MarAus10,Uber_Support,Reply,2021-03-25 06:25:25,@Uber_Support I sent a message earlier about a trip that was adjusted because the customer said I picked up the wro… https://t.co/S16mCxp11X
1696,salmank52212713,Uber_Support,Reply,2021-03-25 06:35:04,@Uber_Support in this 40degree summer uber driver refusing to switch on Air conditioner and demanding for extra mon… https://t.co/tzM3eLIecn
1697,noamdolgin,Uber_Support,Mention,2021-03-25 06:40:15,What is the epitome of a sisyphusian task?  Dealing with @Uber_Support! 12 emails back and forth and I’m still at s… https://t.co/S98ZlgWB5J
1698,ParthTarapara,Uber_Support,Reply,2021-03-25 06:44:22,@Uber_Support Rider asked me where to go and mode of payment. After that he canceled my ride. I am waiting since ha… https://t.co/PhX65Q32rX
1699,Uber_Support,rastafarianAj,Reply,2021-03-25 07:16:46,"@rastafarianAj Hey Ajay, we're sorry to hear about the trouble. Based on your feedback, we've resolved this for you… https://t.co/kHekd2OVPX"
1702,porterjr1213,Uber_Support,Reply,2021-03-25 07:44:43,"@Uber_Support @UberEats I ordered a pizza today through Uber eats. Not only was my pizza soggy and disgusting, ther… https://t.co/4EZsUjd5aK"
1703,porterjr1213,UberEats,Reply,2021-03-25 07:44:43,"@Uber_Support @UberEats I ordered a pizza today through Uber eats. Not only was my pizza soggy and disgusting, ther… https://t.co/4EZsUjd5aK"
1704,gurpal65222602,Uber_Support,Reply,2021-03-25 07:55:20,@Uber_Support  can u please help me Uber to upload my document
1705,Azn_Dang,Uber_Support,Reply,2021-03-25 07:57:18,@Uber_Support @Uber @UberEats EVERYONE BE AWARE!!! Uber will continue to charge people who have their accounts dele… https://t.co/eRu7ssVAiI
1706,Azn_Dang,Uber,Reply,2021-03-25 07:57:18,@Uber_Support @Uber @UberEats EVERYONE BE AWARE!!! Uber will continue to charge people who have their accounts dele… https://t.co/eRu7ssVAiI
1707,Azn_Dang,UberEats,Reply,2021-03-25 07:57:18,@Uber_Support @Uber @UberEats EVERYONE BE AWARE!!! Uber will continue to charge people who have their accounts dele… https://t.co/eRu7ssVAiI
1708,Uber_Support,MakerRuler,Reply,2021-03-25 08:05:22,@MakerRuler We're sorry to hear about this experience. Please send us a DM with the phone number associated with yo… https://t.co/K29zPLVyT7
1709,porterjr1213,Uber_Support,Reply,2021-03-25 08:06:01,@Uber_Support please check your messages and respond!!!
1710,Sayantinis,Uber_Support,Reply,2021-03-25 08:14:20,@Uber_Support  my parent and grand mother all above 60 are taking an UBER trip to the Netaji shubhash Chandra Bose… https://t.co/0OAq4d8fBb
1711,AlNaiwan,Uber_Support,Reply,2021-03-25 08:24:19,"@Uber_Support 
Suppose your mobile phone and both your SIMs were stolen and you bought a new SIM and bought a new m… https://t.co/7uzazfvTTP"
1712,AjayPod27140319,Uber_Support,Reply,2021-03-25 08:26:42,@Uber_Support I need a refund for my cancellation fee of 20 inr as the driver himself cancelled the trip as I got n… https://t.co/i4VG1boiGr
1713,porterjr1213,Uber_Support,Reply,2021-03-25 08:42:19,"@Uber_Support I ordered a pizza today through Uber eats. Not only was my pizza soggy and disgusting, there was lite… https://t.co/Q3XDFCfaLB"
1714,Uber_Support,Index_guru,Reply,2021-03-25 08:57:59,@Index_guru We're here to help. Please send us a DM with the phone number associated with your Uber account as well… https://t.co/TvfwAhR98r
1715,BlazinginfernoX,Uber_Support,Reply,2021-03-25 09:31:23,@Uber_Support are you trolling me now Why https://t.co/qVjKCcndJm
1716,mikaela88841091,Uber_Support,Reply,2021-03-25 09:37:50,@Uber_Support Been having the same exact issue. Your customer service needs to get better. Can’t find anywhere to c… https://t.co/RGzat66CWG
1717,Index_guru,Uber_Support,Reply,2021-03-25 09:41:07,@Uber_Support Have DMd.
1718,jiannyuhw,Uber_Support,Reply,2021-03-25 09:45:48,@Uber_Support @Uber_Support forgot my wallet with my ID and cards in the Uber before yesterday around 5pm. And sinc… https://t.co/6A03pXvFLH
1720,Uber_Support,Sayantinis,Reply,2021-03-25 09:49:07,"@Sayantinis Hey there, we understand such issues are never pleasant to deal with and truly appreciate you taking th… https://t.co/Pxr0dIn8Xs"
1721,ObisamiO,Uber_Support,Reply,2021-03-25 09:49:28,"@Uber_Support 

My no is 09049948024"
1722,Uber_Support,DrunkenMrNick,Reply,2021-03-25 09:57:08,"@DrunkenMrNick Here to help! If you send us a DM with the phone number attached to your account, we will connect wi… https://t.co/7Y0zFhYbrl"
1723,SucksEats,Uber_Support,Reply,2021-03-25 10:06:07,"@Uber_Support @tinytinniemari umm i ordered food
and its gunna take 2 hours
id like to cancel
i tried calling
i tri… https://t.co/aEV6bHZOFu"
1724,SucksEats,tinytinniemari,Reply,2021-03-25 10:06:07,"@Uber_Support @tinytinniemari umm i ordered food
and its gunna take 2 hours
id like to cancel
i tried calling
i tri… https://t.co/aEV6bHZOFu"
1725,SucksEats,Uber_Support,Reply,2021-03-25 10:06:13,"@Uber_Support @DrunkenMrNick umm i ordered food
and its gunna take 2 hours
id like to cancel
i tried calling
i trie… https://t.co/Tyi3tdwEz7"
1726,SucksEats,DrunkenMrNick,Reply,2021-03-25 10:06:13,"@Uber_Support @DrunkenMrNick umm i ordered food
and its gunna take 2 hours
id like to cancel
i tried calling
i trie… https://t.co/Tyi3tdwEz7"
1727,marisol_2398,Uber_Support,Reply,2021-03-25 10:06:31,@Uber_Support I have messaged the help on my app concerning my order and still have not gotten a response. I ordere… https://t.co/v2NMvWDaGj
1728,SucksEats,Uber_Support,Reply,2021-03-25 10:06:35,"@Uber_Support @z79ii umm i ordered food
and its gunna take 2 hours
id like to cancel
i tried calling
i tried the ap… https://t.co/o8jOLjuwCa"
1729,SucksEats,z79ii,Reply,2021-03-25 10:06:35,"@Uber_Support @z79ii umm i ordered food
and its gunna take 2 hours
id like to cancel
i tried calling
i tried the ap… https://t.co/o8jOLjuwCa"
1730,SucksEats,Uber_Support,Reply,2021-03-25 10:06:41,"@Uber_Support @Sayantinis umm i ordered food
and its gunna take 2 hours
id like to cancel
i tried calling
i tried t… https://t.co/zGB4dQt37j"
1731,SucksEats,Sayantinis,Reply,2021-03-25 10:06:41,"@Uber_Support @Sayantinis umm i ordered food
and its gunna take 2 hours
id like to cancel
i tried calling
i tried t… https://t.co/zGB4dQt37j"
1732,Qamar77966510,Uber_Support,Reply,2021-03-25 10:10:58,"@Uber_Support Hello, from last almost 7 hours i have not received any job by Uber. Want to know that is something wrong with my account?"
1733,Uber_Support,n0tynicole,Reply,2021-03-25 10:24:36,"@n0tynicole Hi there, happy to help. Please DM us the email address or mobile number linked to your account and som… https://t.co/erttVdbmZr"
1734,MOHAMED65932843,Uber_Support,Reply,2021-03-25 10:55:17,"@Uber_Support I have the worst experience in my life with you, I work in delivery of orders in Spain with Uber Eats… https://t.co/IpszeEStks"
1735,crissyy_a,Uber_Support,Reply,2021-03-25 10:57:53,@Uber_Support I’m tired of the cars y’all send not having heat. It be -0 in these cars 🤔
1736,Uber_Support,ObisamiO,Reply,2021-03-25 11:02:25,"@ObisamiO Hi Obisami, to be able to follow up on your request via DMs and provide further assistance, kindly follow… https://t.co/X26ohdsQP2"
1737,Uber_Support,Qamar77966510,Reply,2021-03-25 11:08:29,"@Qamar77966510 We're here to help. Please send us a DM with the phone number associated with your Uber account, so… https://t.co/d1eQwVmmWC"
1738,Uber_Support,MOHAMED65932843,Reply,2021-03-25 11:14:05,"@MOHAMED65932843 Hi. Thank you for informing us about this situation. We hope you are well. In order to help you, c… https://t.co/25IbPV2QQ8"
1739,SHumphrey51,Uber_Support,Reply,2021-03-25 11:31:28,"@Uber_Support 

Is Uber currently operating in Kelowna, BC..Canada?
 Your website says yes, but apparently the app states no."
1740,Qamar77966510,Uber_Support,Reply,2021-03-25 11:41:01,@Uber_Support Just received a job. Thanks
1741,MahmoudSoulim14,Uber_Support,Reply,2021-03-25 11:50:07,@Uber_Support 16 March at 11.40pm from macdonals el mandala to helton sedi beshr
1742,Jmccap420,Uber_Support,Reply,2021-03-25 11:51:12,@Uber_Support Your full of shit I have sent several dm's and no response  in never using uber again  I figured out… https://t.co/QuHUUa3swi
1743,ObisamiO,Uber_Support,Reply,2021-03-25 11:53:11,@Uber_Support My account has been deactivated  and my details is 09049948024
1744,Owl25853962,Uber_Support,Reply,2021-03-25 12:01:24,"@Uber_Support  Can you track your drivers route after 10 days ?
I have been scammed by a driver and his passenger .… https://t.co/qHnYTPGOYZ"
1745,Ashley94lovesu,Uber_Support,Reply,2021-03-25 12:13:21,@Uber_Support Why does my total say $30.42 when the ride was only $15.71??? https://t.co/5NM8bMY2x1
1746,MOHAMED65932843,Uber_Support,Reply,2021-03-25 12:13:48,@Uber_Support I sent you email now with the details
1747,VIGILINDIAN1,Uber_Support,Reply,2021-03-25 12:14:17,@Uber_Support @Uber_India @Uber @uber Till date there is NO RESPONSE FROM UBER INDIA on my compliant. May I know th… https://t.co/wAwa8NUuBR
1748,VIGILINDIAN1,Uber_India,Reply,2021-03-25 12:14:17,@Uber_Support @Uber_India @Uber @uber Till date there is NO RESPONSE FROM UBER INDIA on my compliant. May I know th… https://t.co/wAwa8NUuBR
1749,VIGILINDIAN1,Uber,Reply,2021-03-25 12:14:17,@Uber_Support @Uber_India @Uber @uber Till date there is NO RESPONSE FROM UBER INDIA on my compliant. May I know th… https://t.co/wAwa8NUuBR
1751,AlabbasiRashed,Uber_Support,Reply,2021-03-25 12:15:27,@Uber_Support My documents keep on getting rejecting after submitting them over 10 times. Could someone  please help me out.
1752,RandyScorpio,Uber_Support,Reply,2021-03-25 12:22:03,@Uber_Support I can not believe my fare went from 40 bucks to 125 over night after I already schedule it last night… https://t.co/Iqyv3CtMN1
1753,Uber_Support,Xolani81322081,Reply,2021-03-25 12:56:13,"@Xolani81322081 Hi Xolani, thanks for reaching out. Please DM us the mobile number linked to your account and the o… https://t.co/hvxdFKHJIO"
1754,Xolani81322081,Uber_Support,Reply,2021-03-25 12:59:35,@Uber_Support Would have provided you with both details as the person who was serving me @ChickenLickenSA took my r… https://t.co/5yCLtkplQ0
1755,Xolani81322081,ChickenLickenSA,Reply,2021-03-25 12:59:35,@Uber_Support Would have provided you with both details as the person who was serving me @ChickenLickenSA took my r… https://t.co/5yCLtkplQ0
1756,AAKASHBHARATI3,Uber_Support,Reply,2021-03-25 13:03:31,@Uber_Support @Uber_India @Uber such a worst Services
1757,AAKASHBHARATI3,Uber_India,Reply,2021-03-25 13:03:31,@Uber_Support @Uber_India @Uber such a worst Services
1758,AAKASHBHARATI3,Uber,Reply,2021-03-25 13:03:31,@Uber_Support @Uber_India @Uber such a worst Services
1759,AlexMbonga,Uber_Support,Reply,2021-03-25 13:08:57,@Uber_Support Good afternoon can you please help me someone hike my account and change account details I didn't get… https://t.co/JGpEsT0iaW
1760,DudeDavidTruong,Uber_Support,Reply,2021-03-25 13:15:02,"@Uber_Support Where pray tell did you send this DM? I do not see it. I got nothing from you but insanity, whereas y… https://t.co/SZDiCBA5ay"
1761,Uber_Support,tired8778,Reply,2021-03-25 13:20:28,@tired8778 We absolutely want to take a closer look. Please send us a DM with the phone number associated with your… https://t.co/m4CEAgst9K
1763,Uber_Support,jiannyuhw,Reply,2021-03-25 13:21:18,"@jiannyuhw Happy to help! Please DM us the contact details linked to your account, and we'll look into it."
1764,tired8778,Uber_Support,Reply,2021-03-25 13:22:33,@Uber_Support The order never arrived and you charged me! I'm sending a DM.
1765,Uber_Support,TraceyS80015035,Reply,2021-03-25 13:33:49,@TraceyS80015035 We definitely want to take a closer look. Please send us a DM with the phone number associated wit… https://t.co/vplMGIT2PZ
1766,tired8778,Uber_Support,Reply,2021-03-25 13:38:51,@Uber_Support Please refund my money! The order never arrived!
1767,SandeepGurram19,Uber,Mention,2021-03-25 13:39:44,"Dear @Uber riders asking drop location and cancelling the ride. Why they're accepting rides?
 everyday I'm facing t… https://t.co/q7SN0TL4GP"
1768,service_fc,Uber_Support,Reply,2021-03-25 13:43:32,"@Uber_Support @Uber_India @UberINSupport   

@nitin_gadkari  #uberindia #service_fc

retweet for network effect https://t.co/HZCVF7z9b4"
1769,service_fc,Uber_India,Reply,2021-03-25 13:43:32,"@Uber_Support @Uber_India @UberINSupport   

@nitin_gadkari  #uberindia #service_fc

retweet for network effect https://t.co/HZCVF7z9b4"
1770,service_fc,UberINSupport,Reply,2021-03-25 13:43:32,"@Uber_Support @Uber_India @UberINSupport   

@nitin_gadkari  #uberindia #service_fc

retweet for network effect https://t.co/HZCVF7z9b4"
1771,service_fc,nitin_gadkari,Reply,2021-03-25 13:43:32,"@Uber_Support @Uber_India @UberINSupport   

@nitin_gadkari  #uberindia #service_fc

retweet for network effect https://t.co/HZCVF7z9b4"
1772,a05936920,Uber_Support,Reply,2021-03-25 13:44:26,"@Uber_Support I got an email with a promo code for my first order but as I try to use it, it says the promotion isn… https://t.co/GBphLu5SKc"
1773,TraceyS80015035,Uber_Support,Reply,2021-03-25 13:44:57,@Uber_Support Where do I send the direct message to?
1774,Uber_Support,TraceyS80015035,Reply,2021-03-25 14:09:47,@TraceyS80015035 Thank you for this information. We're unable to locate an account with the phone number provided p… https://t.co/D4rOGkquMf
1775,NikolasBro,Uber_Support,Reply,2021-03-25 14:22:08,"@Uber_Support what’s going on in Memphis , I couldn’t get a ride for 3 days straight ,it keep saying no cars available🤦🏼‍♂️"
1776,jiannyuhw,Uber_Support,Reply,2021-03-25 14:25:57,@Uber_Support I already dm u guys. No reply
1777,brilliantbrya,Uber_Support,Reply,2021-03-25 14:36:10,@Uber_Support @HenryLacey He’s hasn’t been working because he can’t go online and all he wants is answers and to be… https://t.co/C984rw47p6
1778,brilliantbrya,HenryLacey,Reply,2021-03-25 14:36:10,@Uber_Support @HenryLacey He’s hasn’t been working because he can’t go online and all he wants is answers and to be… https://t.co/C984rw47p6
1779,Uber_Support,Arunend08413678,Reply,2021-03-25 14:37:25,"@Arunend08413678 We have resolved your concern and sent a response your way, Arunendra. You should be able to view… https://t.co/sWECy4sJGw"
1780,TraceyS80015035,Uber_Support,Reply,2021-03-25 14:37:36,@Uber_Support How do I send you a direct message?
1781,Arunend08413678,Uber_Support,Reply,2021-03-25 14:37:57,@Uber_Support Thank you so much Uber India you guys are great
1782,vikram70795103,Uber_Support,Reply,2021-03-25 14:41:37,@Uber_Support @Uber_Support  why not solve problem ubber support team why why give option ubbersupport team but not help not solve problem
1784,Uber_Support,k_sovs,Reply,2021-03-25 14:43:14,@k_sovs We'll do everything we can to help. If you're receiving an error message stating that your phone or email i… https://t.co/GPOlVl1Jj3
1785,rajeshkumarsani,Uber_Support,Reply,2021-03-25 14:43:37,@Uber_Support  what is this Uber car driver very sad https://t.co/JLA7jT21E6
1786,Uber_Support,AnnaBrickstock,Reply,2021-03-25 14:58:39,"@AnnaBrickstock Here to help. If you send us a DM with the phone number attached to your account, we will connect w… https://t.co/0sp7FS9wwf"
1787,PaulSey06641252,Uber_Support,Reply,2021-03-25 15:04:21,@Uber_Support How can I reply when I can't get in to my app.
1788,AnnaBrickstock,Uber_Support,Reply,2021-03-25 15:06:02,@Uber_Support Thanks sending now
1789,tired8778,Uber_Support,Reply,2021-03-25 15:06:05,"@Uber_Support Hi, Could you please respond and refund my money?"
1790,Uber_Support,cammipham,Reply,2021-03-25 15:10:32,@cammipham Here to help! Send us a DM with the phone number associated with your Uber account along with the order… https://t.co/e93SWX9j3X
1791,Uber_Support,YuShi07647154,Reply,2021-03-25 15:14:13,@YuShi07647154 Here to assist. We've sent you a direct message.
1793,Uber_Support,LucaRenzi16,Reply,2021-03-25 15:14:54,@LucaRenzi16 Here to help. Please send us a DM with the phone number associated with your Uber account as well as t… https://t.co/EXwt5He76O
1794,LucaRenzi16,Uber_Support,Reply,2021-03-25 15:17:44,@Uber_Support Just did text you. Please answer my DMs
1795,DeepaliPradeep,Uber_Support,Reply,2021-03-25 15:21:31,"@Uber_Support , I really want u to educate the cab drivers on ur policies. 
U guy have a pet friendly police &amp; the… https://t.co/JEZ5GTEjU3"
